% ARFF file produced for W4705 HW2 assignment
% Generated: 2007-10-25 05:12:49.968750

@RELATION       source_type

@ATTRIBUTE      text_length     numeric
@ATTRIBUTE      asciihigh_cnt   numeric
@ATTRIBUTE      caps_cnt        numeric
@ATTRIBUTE      BN1_cnt         numeric
@ATTRIBUTE      NWIRE1_cnt      numeric
@ATTRIBUTE      BN2_cnt         numeric
@ATTRIBUTE      NWIRE2_cnt      numeric
@ATTRIBUTE      BN3_cnt         numeric
@ATTRIBUTE      NWIRE3_cnt      numeric
@ATTRIBUTE      class           {BN, NWIRE}


@DATA
4731, 0, 151, 277, 43, 7, 2, 3, 0, NWIRE
3989, 0, 142, 238, 44, 1, 8, 2, 0, NWIRE
4213, 0, 116, 299, 36, 3, 3, 4, 0, NWIRE
4722, 0, 168, 272, 51, 3, 3, 2, 0, NWIRE
3590, 0, 105, 200, 44, 0, 2, 3, 0, NWIRE
1043, 0, 20, 60, 4, 0, 1, 0, 0, NWIRE
3816, 0, 122, 219, 38, 4, 1, 1, 0, NWIRE
4769, 0, 147, 202, 46, 2, 4, 1, 0, NWIRE
2634, 0, 49, 160, 27, 0, 5, 2, 0, NWIRE
4534, 0, 106, 246, 55, 0, 2, 1, 0, NWIRE
4476, 0, 110, 232, 51, 5, 4, 4, 0, NWIRE
4138, 0, 113, 217, 44, 0, 6, 2, 1, NWIRE
1, 0, 0, 0, 0, 0, 0, 0, 0, BN
366, 0, 0, 22, 6, 0, 0, 0, 0, BN
2648, 0, 0, 141, 36, 3, 0, 0, 0, BN
2240, 0, 0, 160, 28, 3, 1, 2, 0, BN
1691, 0, 0, 113, 39, 5, 1, 2, 1, BN
321, 0, 0, 20, 5, 0, 0, 0, 0, BN
275, 0, 0, 18, 0, 1, 0, 0, 0, BN
470, 0, 0, 32, 4, 0, 1, 0, 0, BN
1974, 0, 0, 117, 21, 6, 3, 1, 0, BN
325, 0, 0, 17, 1, 0, 0, 0, 0, BN
310, 0, 0, 23, 3, 0, 0, 0, 0, BN
515, 0, 0, 37, 1, 0, 0, 0, 0, BN
105, 0, 0, 8, 0, 1, 0, 0, 0, BN
1352, 0, 0, 77, 22, 5, 1, 0, 0, BN
381, 0, 0, 22, 3, 0, 0, 0, 0, BN
134, 0, 0, 10, 1, 1, 0, 0, 0, BN
2163, 0, 0, 135, 25, 4, 2, 0, 0, BN
303, 0, 0, 21, 4, 1, 2, 0, 0, BN
93, 0, 0, 8, 2, 0, 0, 1, 0, BN
1048, 0, 3, 49, 7, 0, 0, 0, 0, BN
2728, 0, 0, 201, 52, 1, 2, 2, 0, BN
146, 0, 0, 6, 5, 0, 0, 0, 0, BN
69, 0, 0, 6, 0, 0, 0, 0, 0, BN
1285, 0, 0, 79, 33, 1, 0, 0, 0, BN
1359, 0, 0, 88, 20, 1, 0, 1, 0, BN
123, 0, 0, 9, 1, 0, 0, 0, 0, BN
447, 0, 0, 19, 9, 0, 0, 0, 0, BN
3600, 0, 0, 215, 48, 1, 2, 3, 0, BN
1801, 0, 0, 99, 32, 0, 1, 1, 0, BN
488, 0, 0, 37, 4, 1, 0, 0, 0, BN
223, 0, 0, 14, 5, 0, 1, 0, 0, BN
955, 0, 0, 61, 12, 0, 0, 0, 0, BN
3286, 0, 0, 206, 42, 4, 3, 2, 0, BN
2379, 0, 0, 136, 32, 3, 2, 4, 0, BN
83, 0, 0, 8, 1, 0, 0, 0, 0, BN
766, 0, 0, 38, 16, 0, 0, 0, 0, BN
2947, 0, 0, 199, 31, 3, 0, 1, 0, BN
550, 0, 0, 39, 6, 0, 0, 0, 0, BN
132, 0, 0, 9, 0, 0, 0, 0, 0, BN
914, 0, 0, 50, 8, 0, 0, 0, 0, BN
2293, 0, 0, 122, 32, 1, 1, 0, 0, BN
170, 0, 0, 12, 3, 0, 0, 0, 0, BN
1, 0, 0, 0, 0, 0, 0, 0, 0, BN
1535, 12, 26, 97, 24, 0, 0, 0, 0, NWIRE
1918, 40, 16, 81, 9, 0, 2, 0, 0, NWIRE
1684, 8, 39, 100, 23, 0, 0, 0, 0, NWIRE
3259, 40, 106, 197, 27, 0, 1, 0, 0, NWIRE
1344, 56, 29, 64, 8, 0, 4, 0, 0, NWIRE
1740, 20, 36, 82, 22, 0, 0, 0, 0, NWIRE
1362, 22, 36, 54, 10, 0, 1, 0, 0, NWIRE
741, 4, 12, 33, 6, 0, 0, 0, 0, NWIRE
6419, 16, 45, 314, 36, 0, 3, 0, 0, NWIRE
6500, 8, 34, 298, 62, 0, 6, 0, 0, NWIRE
1687, 10, 44, 67, 17, 0, 2, 0, 0, NWIRE
1042, 8, 16, 53, 7, 0, 0, 0, 0, NWIRE
1589, 0, 40, 73, 11, 0, 3, 0, 0, NWIRE
3160, 58, 42, 162, 14, 0, 0, 0, 0, NWIRE
1198, 0, 15, 63, 13, 0, 0, 0, 0, NWIRE
2579, 0, 25, 141, 9, 0, 0, 0, 0, NWIRE
2625, 32, 76, 94, 26, 0, 1, 0, 0, NWIRE
918, 8, 21, 57, 3, 0, 1, 0, 0, NWIRE
1858, 6, 16, 107, 30, 0, 1, 0, 0, NWIRE
325, 0, 11, 15, 4, 0, 0, 0, 0, NWIRE
2085, 0, 72, 114, 11, 0, 1, 0, 3, NWIRE
6213, 0, 306, 339, 51, 3, 5, 1, 2, NWIRE
2321, 0, 60, 132, 37, 2, 2, 1, 0, NWIRE
2931, 0, 108, 166, 39, 0, 3, 2, 0, NWIRE
2588, 0, 99, 168, 16, 0, 5, 0, 0, NWIRE
1151, 0, 37, 65, 14, 0, 0, 0, 0, NWIRE
1754, 0, 59, 103, 17, 0, 2, 0, 0, NWIRE
3985, 0, 210, 150, 30, 1, 2, 0, 0, NWIRE
3093, 0, 111, 194, 21, 0, 2, 0, 2, NWIRE
3073, 0, 79, 173, 28, 0, 3, 0, 1, NWIRE
2676, 0, 86, 156, 26, 0, 4, 0, 0, NWIRE
2653, 0, 73, 153, 17, 0, 3, 0, 1, NWIRE
636, 0, 18, 43, 6, 0, 2, 0, 0, NWIRE
2054, 0, 44, 129, 15, 2, 4, 0, 0, NWIRE
2715, 0, 73, 155, 23, 1, 0, 0, 0, NWIRE
2949, 0, 103, 136, 24, 1, 2, 0, 1, NWIRE
2448, 0, 100, 146, 14, 1, 1, 0, 1, NWIRE
4059, 0, 212, 151, 31, 1, 2, 0, 0, NWIRE
2836, 0, 128, 186, 24, 1, 0, 0, 0, NWIRE
2735, 0, 94, 147, 29, 1, 0, 0, 1, NWIRE
2757, 0, 111, 157, 20, 0, 2, 1, 1, NWIRE
6285, 0, 212, 433, 62, 2, 5, 1, 0, NWIRE
4847, 0, 104, 328, 51, 1, 2, 0, 2, NWIRE
4852, 0, 104, 328, 51, 1, 2, 0, 2, NWIRE
6327, 0, 194, 333, 58, 0, 5, 0, 0, NWIRE
8362, 0, 206, 454, 77, 1, 3, 3, 3, NWIRE
7358, 0, 208, 430, 70, 1, 7, 1, 0, NWIRE
6194, 0, 163, 379, 72, 1, 5, 2, 1, NWIRE
7253, 0, 140, 449, 68, 0, 6, 0, 0, NWIRE
4380, 0, 174, 274, 45, 0, 2, 4, 0, NWIRE
71, 0, 8, 5, 0, 1, 1, 0, 0, BN
844, 0, 36, 40, 16, 2, 0, 1, 0, BN
538, 0, 31, 22, 8, 1, 0, 0, 0, BN
213, 0, 18, 9, 1, 0, 0, 0, 0, BN
1487, 0, 71, 64, 10, 2, 0, 0, 1, BN
228, 0, 7, 10, 4, 0, 0, 0, 0, BN
384, 0, 14, 27, 1, 0, 0, 0, 0, BN
245, 0, 9, 16, 2, 0, 0, 0, 0, BN
924, 0, 47, 45, 12, 1, 1, 2, 0, BN
334, 0, 12, 15, 2, 0, 0, 0, 0, BN
510, 0, 23, 37, 2, 1, 0, 0, 0, BN
4800, 0, 195, 298, 53, 9, 6, 3, 1, BN
4106, 0, 135, 261, 63, 1, 4, 1, 0, BN
2498, 0, 92, 158, 28, 3, 1, 1, 2, BN
442, 0, 22, 23, 3, 2, 1, 0, 0, BN
3971, 0, 147, 217, 45, 9, 7, 2, 0, BN
2716, 0, 113, 158, 22, 0, 1, 0, 0, BN
1854, 0, 106, 101, 12, 0, 3, 0, 0, BN
1724, 0, 68, 101, 11, 7, 4, 6, 0, BN
447, 0, 22, 17, 4, 2, 0, 0, 0, BN
1954, 0, 95, 96, 20, 1, 2, 0, 1, BN
1870, 0, 73, 70, 15, 1, 1, 1, 0, BN
1049, 0, 28, 58, 16, 0, 1, 1, 0, BN
473, 0, 37, 26, 3, 1, 0, 0, 0, BN
8871, 0, 215, 553, 89, 7, 8, 5, 3, BN
3917, 0, 133, 251, 48, 4, 2, 1, 0, BN
350, 0, 10, 23, 0, 1, 1, 0, 0, BN
4203, 0, 87, 198, 48, 1, 3, 0, 0, BN
779, 0, 41, 40, 14, 3, 0, 0, 0, BN
80, 0, 4, 6, 0, 0, 0, 0, 0, BN
1913, 0, 82, 99, 23, 3, 1, 1, 0, BN
1099, 0, 55, 54, 10, 7, 0, 2, 0, BN
6263, 0, 192, 355, 74, 3, 6, 0, 2, NWIRE
5982, 0, 176, 412, 65, 5, 8, 0, 0, NWIRE
5577, 0, 125, 347, 60, 0, 5, 3, 0, NWIRE
4584, 0, 144, 281, 57, 0, 4, 0, 3, NWIRE
884, 0, 48, 28, 2, 0, 1, 0, 0, NWIRE
2474, 0, 81, 129, 35, 1, 1, 1, 0, NWIRE
3521, 0, 75, 227, 28, 2, 2, 0, 0, NWIRE
4975, 0, 90, 258, 53, 0, 4, 3, 1, NWIRE
5270, 0, 214, 331, 46, 1, 5, 0, 0, NWIRE
5151, 0, 137, 309, 53, 4, 2, 5, 2, NWIRE
3258, 0, 61, 181, 34, 2, 2, 0, 0, NWIRE
5456, 0, 149, 306, 60, 1, 2, 0, 0, NWIRE
5663, 0, 0, 323, 62, 2, 9, 0, 2, NWIRE
5978, 0, 0, 389, 78, 3, 4, 0, 2, NWIRE
2603, 0, 5, 146, 57, 1, 4, 0, 0, NWIRE
1838, 0, 0, 127, 20, 0, 1, 0, 0, NWIRE
6028, 0, 0, 353, 78, 2, 8, 0, 3, NWIRE
855, 0, 3, 63, 8, 0, 1, 0, 0, NWIRE
1180, 0, 4, 76, 10, 0, 2, 0, 1, NWIRE
6373, 0, 1, 414, 74, 9, 7, 0, 3, NWIRE
4512, 0, 0, 275, 61, 1, 7, 0, 1, NWIRE
1633, 0, 0, 108, 17, 1, 2, 0, 0, NWIRE
2705, 0, 0, 166, 48, 1, 3, 0, 1, NWIRE
1575, 0, 0, 121, 19, 1, 3, 0, 2, NWIRE
813, 0, 0, 46, 12, 0, 2, 1, 0, NWIRE
742, 0, 0, 46, 10, 0, 2, 1, 0, NWIRE
395, 0, 0, 22, 3, 0, 2, 0, 0, NWIRE
383, 0, 0, 22, 10, 0, 0, 0, 0, NWIRE
700, 0, 0, 41, 7, 0, 0, 0, 0, NWIRE
5357, 0, 0, 339, 60, 1, 8, 0, 0, NWIRE
1383, 0, 0, 77, 22, 1, 6, 0, 0, NWIRE
5126, 0, 0, 298, 53, 3, 5, 0, 1, NWIRE
2211, 0, 0, 123, 25, 0, 1, 0, 0, NWIRE
2880, 0, 0, 168, 41, 0, 2, 0, 1, NWIRE
2180, 0, 0, 118, 28, 0, 8, 0, 3, NWIRE
3368, 0, 0, 171, 32, 1, 3, 0, 1, NWIRE
1208, 0, 0, 74, 12, 0, 6, 0, 3, NWIRE
2422, 0, 6, 144, 33, 2, 2, 0, 1, NWIRE
1939, 0, 0, 117, 20, 0, 1, 0, 0, NWIRE
553, 0, 0, 27, 20, 0, 0, 0, 0, NWIRE
3563, 0, 0, 188, 54, 2, 8, 0, 4, NWIRE
1974, 0, 0, 106, 18, 2, 1, 0, 1, NWIRE
1198, 0, 0, 69, 15, 0, 2, 0, 2, NWIRE
7168, 0, 0, 404, 83, 2, 14, 0, 2, NWIRE
910, 0, 0, 49, 9, 0, 1, 0, 2, NWIRE
999, 0, 0, 51, 4, 0, 0, 0, 1, NWIRE
1087, 0, 0, 46, 10, 0, 1, 0, 0, NWIRE
2172, 0, 0, 113, 46, 3, 5, 0, 0, NWIRE
1125, 0, 0, 48, 10, 1, 1, 0, 0, NWIRE
1947, 110, 91, 107, 15, 0, 0, 0, 0, NWIRE
2000, 24, 58, 93, 15, 0, 0, 0, 0, NWIRE
1600, 48, 29, 86, 26, 0, 0, 0, 0, NWIRE
3414, 8, 84, 183, 26, 2, 0, 0, 0, NWIRE
1614, 58, 37, 67, 18, 0, 0, 0, 0, NWIRE
446, 44, 21, 12, 1, 0, 0, 0, 0, NWIRE
1595, 10, 28, 54, 10, 0, 0, 0, 0, NWIRE
1463, 12, 32, 74, 9, 0, 1, 0, 0, NWIRE
1856, 16, 51, 74, 21, 2, 1, 0, 0, NWIRE
933, 14, 16, 66, 10, 0, 0, 0, 0, NWIRE
1349, 16, 14, 67, 16, 0, 0, 0, 0, NWIRE
740, 10, 25, 43, 5, 0, 0, 0, 0, NWIRE
828, 2, 11, 28, 9, 0, 1, 0, 0, NWIRE
761, 0, 17, 48, 4, 0, 0, 0, 0, NWIRE
1065, 18, 19, 62, 9, 0, 0, 0, 0, NWIRE
14398, 144, 228, 748, 139, 1, 6, 0, 0, NWIRE
1718, 0, 53, 129, 13, 0, 0, 0, 0, NWIRE
1085, 0, 23, 53, 12, 0, 1, 0, 0, NWIRE
1265, 0, 32, 47, 13, 0, 0, 0, 0, NWIRE
1384, 16, 29, 48, 14, 0, 0, 0, 0, NWIRE
8327, 0, 0, 520, 98, 3, 16, 0, 3, NWIRE
4358, 0, 0, 240, 36, 3, 9, 0, 4, NWIRE
274, 6, 0, 13, 4, 0, 1, 0, 0, NWIRE
4982, 0, 0, 279, 52, 3, 10, 0, 9, NWIRE
7454, 0, 0, 393, 101, 2, 25, 0, 2, NWIRE
6997, 0, 0, 425, 96, 5, 24, 0, 4, NWIRE
2437, 0, 0, 141, 35, 2, 6, 0, 2, NWIRE
109, 0, 0, 9, 1, 0, 1, 0, 0, NWIRE
191, 0, 0, 12, 3, 1, 1, 0, 0, NWIRE
162, 0, 0, 11, 2, 0, 1, 0, 0, NWIRE
6295, 0, 0, 364, 79, 3, 15, 0, 3, NWIRE
2872, 0, 0, 192, 37, 4, 4, 0, 0, NWIRE
2156, 0, 0, 148, 19, 0, 7, 0, 0, NWIRE
307, 2, 0, 17, 3, 0, 2, 0, 0, NWIRE
9875, 0, 0, 610, 97, 4, 12, 0, 5, NWIRE
1933, 0, 0, 135, 18, 0, 2, 0, 0, NWIRE
1245, 0, 0, 74, 17, 0, 1, 0, 2, NWIRE
703, 0, 0, 39, 5, 0, 1, 0, 1, NWIRE
2921, 0, 0, 167, 31, 0, 3, 0, 0, NWIRE
4105, 0, 0, 249, 57, 0, 7, 0, 2, NWIRE
1044, 0, 0, 53, 14, 0, 2, 0, 0, NWIRE
7020, 0, 0, 429, 93, 3, 9, 0, 2, NWIRE
2351, 0, 0, 170, 21, 2, 3, 0, 2, NWIRE
946, 0, 0, 69, 15, 0, 4, 0, 2, NWIRE
3556, 0, 0, 237, 35, 1, 4, 0, 4, NWIRE
1669, 0, 0, 95, 24, 1, 7, 0, 2, NWIRE
1609, 0, 0, 90, 22, 2, 6, 0, 1, NWIRE
2063, 0, 0, 118, 16, 1, 3, 0, 0, NWIRE
3358, 0, 0, 191, 35, 1, 11, 0, 2, NWIRE
679, 0, 0, 46, 8, 1, 1, 0, 0, NWIRE
285, 0, 0, 16, 3, 0, 1, 0, 0, NWIRE
3592, 0, 0, 193, 45, 0, 3, 0, 0, NWIRE
2154, 0, 1, 121, 27, 1, 4, 0, 0, NWIRE
2628, 0, 0, 166, 30, 1, 6, 0, 1, NWIRE
3741, 0, 0, 224, 35, 2, 4, 0, 0, NWIRE
2637, 0, 0, 159, 27, 1, 1, 0, 0, NWIRE
319, 0, 0, 26, 3, 0, 1, 0, 0, NWIRE
134, 0, 0, 11, 4, 0, 1, 0, 0, NWIRE
676, 0, 0, 41, 7, 0, 2, 0, 0, NWIRE
508, 0, 0, 30, 4, 0, 2, 0, 0, NWIRE
3372, 0, 0, 161, 46, 0, 9, 0, 1, NWIRE
8465, 0, 0, 518, 98, 8, 23, 0, 6, NWIRE
11265, 124, 114, 595, 114, 0, 1, 0, 0, NWIRE
9018, 100, 211, 461, 93, 0, 1, 0, 0, NWIRE
7092, 32, 47, 336, 74, 0, 1, 0, 0, NWIRE
2845, 62, 49, 113, 27, 1, 0, 0, 0, NWIRE
916, 4, 22, 42, 7, 0, 0, 0, 0, NWIRE
2116, 156, 45, 110, 19, 0, 0, 0, 0, NWIRE
2587, 52, 26, 129, 36, 0, 1, 0, 0, NWIRE
1733, 14, 28, 89, 26, 0, 0, 0, 0, NWIRE
1118, 8, 24, 40, 23, 0, 0, 0, 0, NWIRE
2457, 130, 63, 93, 20, 0, 1, 0, 0, NWIRE
2629, 56, 92, 115, 24, 0, 0, 0, 0, NWIRE
2078, 28, 37, 143, 21, 0, 0, 0, 0, NWIRE
3544, 30, 111, 172, 56, 0, 1, 0, 0, NWIRE
1666, 94, 30, 82, 20, 0, 0, 0, 0, NWIRE
3491, 76, 75, 179, 42, 0, 0, 0, 0, NWIRE
2735, 58, 15, 115, 29, 0, 0, 0, 0, NWIRE
1045, 42, 9, 49, 12, 0, 1, 0, 0, NWIRE
3062, 46, 79, 118, 25, 0, 0, 0, 0, NWIRE
5293, 80, 64, 247, 49, 0, 2, 0, 0, NWIRE
3368, 82, 69, 163, 33, 0, 2, 0, 0, NWIRE
2857, 90, 30, 104, 25, 0, 0, 0, 0, NWIRE
4992, 64, 44, 253, 60, 0, 2, 0, 0, NWIRE
1416, 24, 13, 75, 14, 0, 0, 0, 0, NWIRE
5761, 40, 71, 377, 38, 0, 1, 0, 0, NWIRE
2946, 28, 29, 174, 34, 0, 0, 0, 0, NWIRE
591, 6, 11, 45, 13, 0, 0, 0, 0, NWIRE
1046, 38, 13, 61, 21, 0, 2, 0, 0, NWIRE
1976, 16, 11, 86, 16, 0, 1, 0, 0, NWIRE
2370, 24, 15, 103, 34, 0, 0, 0, 0, NWIRE
1224, 16, 11, 67, 19, 0, 0, 0, 0, NWIRE
8399, 112, 116, 427, 97, 0, 4, 0, 0, NWIRE
4437, 68, 54, 243, 29, 0, 2, 0, 0, NWIRE
4967, 36, 60, 264, 36, 0, 4, 0, 0, NWIRE
6947, 146, 75, 328, 81, 0, 0, 0, 0, NWIRE
6637, 0, 281, 334, 44, 0, 2, 0, 2, NWIRE
5074, 0, 238, 224, 43, 2, 1, 1, 1, NWIRE
643, 0, 16, 39, 6, 0, 0, 0, 0, NWIRE
7271, 0, 342, 375, 66, 0, 4, 0, 1, NWIRE
4645, 0, 125, 279, 41, 0, 9, 2, 0, NWIRE
3298, 0, 91, 195, 33, 1, 1, 2, 0, NWIRE
3551, 0, 106, 203, 41, 1, 3, 0, 0, NWIRE
4190, 0, 172, 209, 42, 0, 3, 0, 0, NWIRE
1898, 0, 46, 106, 20, 0, 3, 0, 0, NWIRE
2153, 0, 52, 128, 20, 0, 2, 0, 0, NWIRE
4076, 0, 111, 207, 48, 0, 0, 0, 0, NWIRE
4371, 0, 105, 268, 56, 1, 5, 2, 0, NWIRE
5127, 0, 143, 256, 42, 0, 3, 1, 0, NWIRE
889, 0, 23, 50, 6, 0, 2, 0, 0, NWIRE
2558, 0, 84, 163, 26, 0, 3, 0, 0, NWIRE
786, 0, 46, 35, 5, 0, 2, 0, 1, NWIRE
1137, 0, 49, 62, 14, 1, 0, 0, 0, NWIRE
2783, 0, 0, 189, 29, 3, 2, 0, 0, NWIRE
881, 0, 0, 59, 6, 3, 2, 0, 0, NWIRE
1016, 0, 0, 54, 13, 0, 1, 0, 0, NWIRE
1739, 0, 0, 103, 20, 2, 1, 0, 2, NWIRE
9514, 0, 0, 556, 102, 3, 7, 0, 1, NWIRE
4724, 0, 0, 263, 64, 2, 8, 0, 3, NWIRE
3397, 0, 0, 200, 33, 2, 1, 0, 1, NWIRE
3113, 0, 0, 178, 39, 0, 1, 0, 1, NWIRE
14667, 0, 0, 993, 162, 4, 29, 1, 7, NWIRE
6005, 0, 0, 383, 42, 1, 4, 0, 10, NWIRE
3553, 0, 0, 231, 33, 2, 4, 0, 1, NWIRE
7394, 0, 0, 497, 68, 0, 4, 0, 2, NWIRE
1046, 0, 0, 72, 12, 0, 2, 0, 0, NWIRE
6427, 0, 0, 383, 71, 3, 6, 0, 0, NWIRE
4421, 0, 0, 297, 46, 1, 5, 0, 3, NWIRE
2178, 0, 0, 151, 42, 1, 2, 0, 0, NWIRE
4013, 0, 0, 289, 52, 6, 5, 0, 0, NWIRE
9137, 0, 3, 586, 95, 5, 10, 0, 1, NWIRE
2297, 0, 0, 150, 21, 1, 2, 0, 1, NWIRE
5128, 0, 0, 351, 64, 1, 3, 0, 2, NWIRE
1856, 0, 0, 113, 30, 1, 1, 0, 5, NWIRE
1501, 0, 1, 109, 17, 0, 1, 0, 0, NWIRE
673, 0, 0, 37, 5, 0, 2, 0, 0, NWIRE
547, 0, 0, 42, 8, 1, 0, 0, 0, NWIRE
310, 0, 0, 13, 3, 0, 2, 0, 0, NWIRE
819, 0, 0, 38, 8, 0, 2, 0, 0, NWIRE
1905, 48, 41, 65, 20, 0, 1, 0, 0, NWIRE
6479, 68, 136, 288, 74, 0, 3, 0, 0, NWIRE
3830, 74, 78, 196, 24, 1, 0, 0, 0, NWIRE
4336, 8, 95, 200, 26, 0, 0, 0, 0, NWIRE
939, 52, 48, 36, 13, 0, 0, 0, 0, NWIRE
320, 0, 10, 21, 2, 0, 0, 0, 0, NWIRE
2069, 36, 51, 113, 15, 0, 2, 0, 0, NWIRE
759, 10, 9, 38, 7, 0, 0, 0, 0, NWIRE
1852, 36, 40, 78, 20, 0, 0, 0, 0, NWIRE
3628, 26, 47, 149, 29, 0, 0, 0, 0, NWIRE
1486, 0, 20, 84, 16, 2, 1, 0, 0, NWIRE
2561, 42, 36, 126, 33, 0, 0, 0, 0, NWIRE
1763, 12, 37, 75, 16, 0, 1, 0, 0, NWIRE
880, 28, 25, 42, 7, 0, 1, 0, 0, NWIRE
1314, 0, 40, 38, 8, 0, 0, 0, 0, NWIRE
1144, 20, 20, 71, 20, 0, 0, 0, 0, NWIRE
898, 0, 17, 53, 7, 0, 0, 0, 0, NWIRE
1007, 28, 18, 60, 5, 0, 0, 0, 0, NWIRE
1581, 14, 15, 61, 27, 0, 1, 0, 0, NWIRE
1442, 4, 21, 78, 13, 0, 0, 0, 0, NWIRE
7141, 0, 0, 397, 80, 2, 5, 0, 2, NWIRE
7143, 0, 0, 400, 114, 4, 14, 0, 4, NWIRE
3080, 0, 0, 192, 41, 4, 4, 0, 3, NWIRE
2115, 0, 0, 120, 24, 1, 2, 0, 0, NWIRE
2479, 0, 0, 122, 39, 1, 1, 0, 3, NWIRE
669, 0, 0, 50, 8, 0, 1, 0, 0, NWIRE
2269, 0, 0, 131, 35, 1, 5, 0, 9, NWIRE
2049, 0, 0, 139, 23, 0, 3, 0, 2, NWIRE
4774, 0, 0, 262, 55, 3, 3, 0, 3, NWIRE
3533, 0, 0, 211, 46, 1, 1, 0, 1, NWIRE
11313, 0, 0, 668, 129, 9, 10, 0, 4, NWIRE
5806, 0, 0, 336, 51, 2, 7, 0, 6, NWIRE
4703, 0, 0, 283, 41, 3, 6, 0, 5, NWIRE
3002, 0, 0, 167, 20, 2, 3, 0, 1, NWIRE
2779, 0, 0, 168, 20, 0, 1, 0, 3, NWIRE
3780, 90, 0, 150, 23, 0, 5, 0, 0, NWIRE
30476, 0, 3, 2082, 377, 9, 48, 0, 7, NWIRE
1493, 0, 0, 95, 17, 0, 3, 0, 1, NWIRE
3691, 0, 0, 224, 45, 2, 4, 0, 1, NWIRE
2643, 0, 0, 143, 34, 4, 4, 0, 0, NWIRE
3124, 0, 0, 180, 38, 0, 9, 0, 2, NWIRE
7279, 0, 3, 425, 78, 3, 8, 0, 2, NWIRE
2705, 0, 0, 169, 36, 1, 5, 0, 0, NWIRE
3260, 0, 0, 221, 43, 4, 2, 0, 2, NWIRE
2664, 0, 0, 192, 29, 0, 4, 0, 1, NWIRE
900, 0, 0, 53, 10, 0, 1, 0, 0, NWIRE
2588, 0, 0, 152, 23, 1, 2, 0, 1, NWIRE
1154, 0, 0, 97, 20, 0, 2, 0, 2, NWIRE
1512, 0, 0, 85, 17, 0, 3, 0, 0, NWIRE
1177, 0, 0, 65, 15, 0, 2, 0, 0, NWIRE
3292, 0, 0, 187, 33, 1, 5, 0, 1, NWIRE
56, 0, 2, 1, 2, 0, 0, 0, 0, NWIRE
583, 12, 14, 18, 5, 1, 0, 1, 0, NWIRE
4983, 42, 78, 197, 59, 0, 0, 0, 0, NWIRE
1871, 22, 38, 110, 19, 0, 0, 0, 0, NWIRE
2426, 8, 23, 108, 29, 0, 1, 0, 0, NWIRE
1712, 16, 27, 51, 21, 0, 0, 0, 0, NWIRE
1681, 0, 13, 107, 24, 0, 0, 0, 0, NWIRE
5987, 56, 86, 293, 97, 0, 4, 0, 0, NWIRE
72, 0, 1, 3, 1, 0, 0, 0, 0, NWIRE
1033, 24, 10, 41, 16, 0, 0, 0, 0, NWIRE
1964, 24, 54, 71, 19, 0, 0, 0, 0, NWIRE
1233, 28, 25, 45, 6, 0, 0, 0, 0, NWIRE
842, 28, 10, 47, 9, 0, 0, 0, 0, NWIRE
1, 0, 0, 0, 0, 0, 0, 0, 0, NWIRE
5087, 0, 142, 291, 42, 2, 1, 0, 0, NWIRE
6705, 0, 330, 314, 56, 2, 1, 0, 1, NWIRE
6705, 0, 330, 314, 56, 2, 1, 0, 1, NWIRE
6187, 0, 130, 333, 48, 0, 11, 0, 1, NWIRE
6187, 0, 130, 333, 48, 0, 11, 0, 1, NWIRE
3205, 0, 88, 161, 27, 2, 5, 0, 2, NWIRE
3205, 0, 88, 161, 27, 2, 5, 0, 2, NWIRE
4835, 0, 113, 271, 72, 2, 4, 1, 1, NWIRE
4835, 0, 113, 271, 72, 2, 4, 1, 1, NWIRE
4684, 0, 133, 279, 53, 5, 4, 1, 0, NWIRE
373, 0, 0, 30, 1, 1, 1, 0, 0, BN
1231, 0, 0, 82, 11, 4, 1, 0, 1, BN
781, 0, 0, 39, 8, 1, 1, 0, 0, BN
1459, 0, 0, 90, 19, 0, 1, 0, 0, BN
1739, 0, 0, 109, 13, 3, 0, 2, 1, BN
850, 0, 0, 52, 8, 1, 1, 0, 0, BN
1657, 0, 0, 118, 21, 1, 3, 0, 1, BN
950, 0, 0, 59, 11, 0, 0, 0, 0, BN
475, 0, 0, 23, 6, 1, 0, 0, 1, BN
1635, 0, 0, 101, 13, 2, 1, 0, 2, BN
485, 0, 0, 19, 3, 0, 1, 0, 0, BN
354, 0, 0, 19, 2, 0, 1, 0, 0, BN
454, 0, 0, 26, 4, 0, 3, 0, 0, BN
1055, 0, 0, 60, 10, 0, 2, 0, 1, BN
780, 0, 0, 49, 12, 0, 0, 0, 0, BN
373, 0, 0, 16, 4, 0, 1, 0, 0, BN
461, 0, 0, 28, 2, 0, 0, 0, 0, BN
428, 0, 0, 28, 6, 1, 1, 0, 1, BN
728, 0, 0, 43, 8, 1, 0, 0, 0, BN
721, 0, 0, 43, 8, 0, 0, 0, 0, BN
554, 0, 0, 37, 5, 0, 0, 0, 0, BN
189, 0, 0, 13, 2, 0, 0, 0, 0, BN
1388, 0, 0, 77, 11, 0, 1, 0, 1, BN
1562, 0, 0, 105, 10, 1, 2, 0, 1, BN
1651, 0, 0, 85, 15, 1, 2, 0, 2, BN
674, 0, 0, 41, 4, 1, 2, 0, 0, BN
5127, 0, 0, 315, 69, 4, 8, 0, 1, BN
3767, 0, 0, 233, 44, 1, 4, 0, 1, BN
